校系代碼,系名
079102,會計資訊學系(台北校區)
079112,財務金融學系(台北校區)
079122,國際貿易學系(台北校區)
079132,財政稅務學系(台北校區)
079142,經濟學系(台北校區)
079152,工業管理與經營資訊學系(台北校區)
079162,企業管理學系(台北校區)
079172,資訊管理學系(台北校區)
079182,運動管理學系(台北校區)
079192,運動資訊傳播學系(台北校區)
079202,觀光事業學系(台北校區)
079212,觀光數位知識學系(台北校區)
079222,休閒遊憩事業學系(台南校區)
079232,餐旅管理學系(台南校區)
079242,航空運輸管理學系(台南校區)
079252,應用外語學系日本語文組(台南校區)
079262,應用外語學系應用英語組(台南校區)
079272,運動健康與休閒學系(台南校區)
079282,音樂應用學系(台北校區)
101012,西洋語文學系
101022,運動健康與休閒學系
101032,東亞語文學系日語組
101042,東亞語文學系韓語組
101052,東亞語文學系越語組
101062,政治法律學系
101072,應用經濟學系
101082,亞太工商管理學系企業管理組
101092,亞太工商管理學系工業管理組
101102,資訊管理學系
101112,金融管理學系
101122,應用數學系
101132,應用化學系
101142,應用物理學系
101152,生命科學系
101162,電機工程學系
101172,土木與環境工程學系
101182,化學工程及材料工程學系
101192,資訊工程學系
101202,創意設計與建築學系
110012,企業與創業管理學系企業管理組
110022,企業與創業管理學系創業管理組
110032,國際企業學系
110042,會計學系
110052,財務金融學系財務管理組
110062,財務金融學系金融組
110072,財務金融學系不動產與風險管理組
110082,行銷學系
110092,物流與航運管理學系
110102,觀光與餐飲旅館學系觀光旅遊組
110112,觀光與餐飲旅館學系餐飲旅館組
110122,空運管理學系
110132,運輸科技與管理學系
110142,休閒事業管理學系
110152,多媒體與行動商務學系
110162,資訊管理學系資訊管理組
110172,資訊管理學系資訊科技應用組
110182,資訊傳播學系
110192,創意產業與數位電影學士學位學程
110202,法律學系
110212,公共事務管理學系
110222,應用日語學系
110232,應用英語學系
110242,保健營養學系
110252,養生與健康行銷學系養生療癒組
110262,養生與健康行銷學系健康行銷組
110272,健康產業管理學系
130012,文化資產與創意學系
130022,傳播學系(媒體傳播組)
130032,傳播學系(廣告公關組)
130042,產品與媒體設計學系
130052,資訊應用學系資訊系統與管理組
130062,資訊應用學系網路與多媒體組
130072,資訊應用學系學習與數位科技組
130082,中國文學與應用學系
130092,歷史學系
130102,外國語文學系
130112,社會學系
130122,心理學系
130132,公共事務學系國際與兩岸事務組
130142,公共事務學系政策與行政管理組
130152,管理學系(經營管理組)
130162,管理學系(行銷與創業組)
130172,應用經濟學系(財務金融組)
130182,應用經濟學系(經貿產業組)
130192,未來與樂活產業學系
134012,健康產業管理學系健康產業管理組
134022,健康產業管理學系醫療機構管理組
134032,保健營養生技學系食品營養組
134042,保健營養生技學系化妝品組
134052,生物科技學系應用技術組
134062,生物科技學系產業管理組
134072,護理學系
134082,資訊工程學系資電應用組
134092,資訊工程學系數位內容組
134102,資訊多媒體應用學系多媒體應用組
134112,資訊多媒體應用學系多媒體管理組
134122,光電與通訊學系光電綠能組
134132,光電與通訊學系通訊網路組
134142,資訊傳播學系
134152,生物與醫學資訊學系生物資訊組
134162,生物與醫學資訊學系醫學資訊組
134172,經營管理學系企業創新管理組
134182,經營管理學系行銷管理組
134192,國際企業學系國際行銷組
134202,國際企業學系國際企業經營組
134212,休閒與遊憩管理學系餐旅事業管理組
134222,休閒與遊憩管理學系旅遊事業管理組
134232,會計與資訊學系財稅應用組
134242,會計與資訊學系管理應用組
134252,財務金融學系投資管理組
134262,財務金融學系金融管理組
134272,財經法律學系科技法律組
134282,財經法律學系財經法律組
134292,外國語文學系
134302,社會工作學系(甲組)
134312,社會工作學系(乙組)
134322,心理學系心理師研修組
134332,心理學系諮商與臨床心理組
134342,心理學系工商與社會心理組
134352,幼兒教育學系(師資培育學系)
134362,數位媒體設計學系數位動畫設計組
134372,數位媒體設計學系數位遊戲設計組
134382,視覺傳達設計學系企業形象設計組
134392,視覺傳達設計學系產業視覺設計組
134402,創意商品設計學系流行精品設計組
134412,創意商品設計學系創意商品設計組
134422,時尚設計學系時尚服裝設計組
134432,時尚設計學系時尚精品設計組
134442,室內設計學系商業空間組
134452,室內設計學系住宅空間組
134462,創意設計學院不分系國際設計學士班
152012,醫學系
152022,護理學系
152032,聽力暨語言治療學系
003012,中國文學系
003022,外國語文學系
003032,歷史學系
003042,財務金融學系
003052,企業管理學系
003062,資訊管理學系
003072,會計學系
003082,行銷學系
003092,法律學系
003102,應用經濟學系
003112,化學系
003122,物理學系一般物理組
003132,物理學系光電物理組
003142,應用數學系
003152,資訊科學與工程學系
003162,機械工程學系
003172,土木工程學系
003182,環境工程學系
003192,電機工程學系
003202,化學工程學系
003212,材料科學與工程學系
003222,生物產業機電工程學系
003232,水土保持學系
003242,食品暨應用生物科技學系
003252,農藝學系
003262,園藝學系
003272,森林學系林學組
003282,森林學系木材科學組
003292,植物病理學系
003302,昆蟲學系
003312,動物科學系
003322,土壤環境科學系
003332,生物科技學士學位學程
003342,景觀與遊憩學士學位學程
003352,國際農企業學士學位學程
003362,生命科學系
003372,獸醫學系
006012,中國文學系
006022,歷史學系
006032,哲學系
006042,教育學系
006052,教育學系(公費生)
006062,政治學系
006072,社會學系
006082,財政學系
006092,公共行政學系
006102,地政學系土地資源規劃組
006112,地政學系土地管理組
006122,地政學系土地測量與資訊組
006132,經濟學系
006142,民族學系
006152,外交學系
006162,國際經營與貿易學系
006172,金融學系
006182,會計學系
006192,統計學系
006202,企業管理學系
006212,資訊管理學系
006222,財務管理學系
006232,風險管理與保險學系
006242,傳播學院大一大二不分系
006252,英國語文學系
006262,阿拉伯語文學系
006272,斯拉夫語文學系
006282,日本語文學系
006292,韓國語文學系
006302,土耳其語文學系
006312,歐洲語文學系法文組
006322,歐洲語文學系德文組
006332,歐洲語文學系西班牙文組
006342,法律學系
006352,應用數學系
006362,心理學系
006372,資訊科學系
009012,中國文學系
009022,外國語文學系
009032,歷史學系
009042,日本語言文化學系
009052,哲學系
009062,應用物理學系材料及奈米科技組
009072,應用物理學系光電組
009082,化學系化學組
009092,化學系化學生物組
009102,生命科學系生物醫學組
009112,生命科學系生態暨生物多樣性組
009122,應用數學系
009132,化學工程與材料工程學系
009142,工業工程與經營資訊學系
009152,環境科學與工程學系
009162,資訊工程學系資電工程組
009172,資訊工程學系數位創意組
009182,資訊工程學系軟體工程組
009192,電機工程學系IC設計與無線通訊組
009202,電機工程學系奈米電子與能源技術組
009212,企業管理學系(行銷與數位經營組)
009222,企業管理學系(綠色與永續發展組)
009232,企業管理學系(創業與組織領導組)
009242,國際經營與貿易學系
009252,會計學系
009262,財務金融學系
009272,國際經營管理學士學位學程(英語專班)
009282,統計學系(自然組)
009292,統計學系(社會組)
009302,資訊管理學系
009312,經濟學系一般經濟組
009322,經濟學系產業經濟組
009332,政治學系政治理論組
009342,政治學系國際關係組
009352,行政管理暨政策學系
009362,社會學系
009372,社會工作學系
009382,畜產與生物科技學系
009392,食品科學系
009402,餐旅管理學系
009412,建築學系
009422,工業設計學系
009432,景觀學系
009442,法律學系
009452,音樂學系
009462,美術學系
013012,電機資訊學士班
013022,奈米科學及工程學士學位學程
013032,電子工程學系(甲組)
013042,電子工程學系(乙組)
013052,電機工程學系(甲組)
013062,電機工程學系(乙組)
013072,光電工程學系
013082,資訊工程學系資電工程組
013092,資訊工程學系資訊工程組
013102,資訊工程學系網路與多媒體工程組
013112,材料科學與工程學系
013122,機械工程學系
013132,土木工程學系
013142,理學院科學學士學位學程(乙組)
013152,理學院科學學士學位學程(丙組)
013162,理學院科學學士學位學程(丁組，科學人才不分系)
013172,電子物理學系光電與奈米科學組
013182,電子物理學系電子物理組
013192,應用化學系
013202,應用數學系
013212,生物科技學系
013222,資訊管理與財務金融學系資訊管理組
013232,資訊管理與財務金融學系財務金融組
013242,管理科學系
013252,運輸與物流管理學系
013262,工業工程與管理學系
013272,外國語文學系
013282,傳播與科技學系
013292,人文社會學系
016012,中國文學系
016022,英美語文學系
016032,法國語文學系
016042,數學系
016052,物理學系
016062,化學學系
016072,生命科學系
016082,光電科學與工程學系
016092,土木工程學系
016102,機械工程學系光機電工程組
016112,機械工程學系先進材料與精密製造組
016122,機械工程學系設計與分析組
016132,化學工程與材料工程學系
016142,企業管理學系
016152,資訊管理學系
016162,經濟學系
016172,財務金融學系
016182,電機工程學系
016192,資訊工程學系
016202,通訊工程學系
016212,大氣科學學系大氣組
016222,大氣科學學系太空組
016232,地球科學學系
016242,客家語文暨社會科學學系
019012,機械工程學系電子機械組
019022,機械工程學系精密機械組
019032,電機工程學系電機與系統組
019042,電機工程學系電子與通訊組
019052,化學工程學系
019062,工業設計學系
019072,事業經營學系
019082,資訊工程學系
019092,材料工程學系
019102,生物工程學系
019112,資訊經營學系
019122,媒體設計學系互動媒體設計組
019132,媒體設計學系數位遊戲設計組
019142,應用外語學系
022012,數學系數學組
022022,數學系應用數學組
022032,化學系
022042,物理學系
022052,生物科技系
022062,工業科技教育學系
022072,工業設計學系
022082,光電與通訊工程學系
022092,電子工程學系
022102,軟體工程學系
022112,事業經營學系
022122,地理學系
022132,國文學系國文組
022142,國文學系應用中文組
022152,特殊教育學系
022162,音樂學系
022172,美術學系
022182,視覺設計學系
022192,體育學系
026012,醫學系
026022,牙醫學系
026032,物理治療學系
026042,職能治療學系
026052,語言治療與聽力學系語言治療組
026062,語言治療與聽力學系聽力組
026072,生物醫學科學學系
026082,視光學系
026092,醫學影像暨放射科學系
026102,心理學系
026112,營養學系
026122,職業安全衛生學系
026132,醫學應用化學系
026142,健康餐飲暨產業管理學系
026152,護理學系
026162,醫學檢驗暨生物技術學系
026172,應用外國語言學系
026182,公共衛生學系
026192,醫學社會暨社會工作學系
026202,醫學資訊學系
026212,醫療產業科技管理學系
030012,醫學系
030022,中醫學系
030032,護理學系
030042,醫學生物技術暨檢驗學系
030052,醫學影像暨放射科學系
030062,物理治療學系
030072,職能治療學系
030082,生物醫學系
030092,呼吸治療學系
030102,電機工程學系系統與晶片設計組
030112,電機工程學系通訊組
030122,機械工程學系
030132,化工與材料工程學系
030142,電子工程學系
030152,資訊工程學系
030162,醫務管理學系(自然組)
030172,醫務管理學系(社會組)
030182,工商管理學系
030192,工業設計學系媒體與傳達設計組
030202,工業設計學系產品設計組
030212,資訊管理學系
033012,教育學系
033022,特殊教育學系
033032,幼兒教育學系
033042,諮商與輔導學系
033052,國語文學系
033062,英語學系
033072,行政管理學系
033082,文化與自然資源學系
033092,經營與管理學系
033102,數位學習科技學系
033112,資訊工程學系
033122,電機工程學系
033132,材料科學系
033142,綠色能源科技學系
033152,生物科技學系
033162,生態科學與技術學系
033172,戲劇創作與應用學系
033182,應用數學系
033192,應用數學系(公費生)
033202,英語學系(公費生)
033212,教育學系(公費生)
033222,特殊教育學系(公費生)甲組
033232,特殊教育學系(公費生)乙組
033242,音樂學系
033252,音樂學系(公費生)
033262,視覺藝術與設計學系
033272,視覺藝術與設計學系(公費生)
033282,體育學系
036012,教育學系
036022,幼兒教育學系
036032,特殊教育學系
036042,教育心理與輔導學系
036052,中國語文學系
036062,社會發展學系
036072,英語學系
036082,文化創意產業學系
036092,應用化學系
036102,應用數學系
036112,應用物理系物理組
036122,應用物理系光電暨材料組
036132,資訊科學系
036142,科普傳播學系
036152,音樂學系
036162,視覺藝術學系
036172,體育學系
039012,運動保健學系
039022,休閒產業經營學系
039032,體育推廣學系(一般組)
039042,體育推廣學系(拔河組)
039052,陸上運動技術學系
039062,技擊運動技術學系
039072,適應體育學系
042012,機械與自動化工程學系(先進車輛科技組)
042022,機械與自動化工程學系(精密機電系統組)
042032,機械與自動化工程學系(產業菁英組)
042042,電機工程學系
042052,電機工程學系(產業專班組)
042062,工業工程與管理學系
042072,工業工程與管理學系(產業專班組)
042082,環境工程學系(社會組)
042092,環境工程學系(產業專班-社會組)
042102,環境工程學系(產業專班-自然組)
042112,資訊工程學系
042122,資訊工程學系(產業專班組)
042132,材料科學與工程學系
042142,材料科學與工程學系(產業專班組)
042152,醫療器材設計與材料學士學位學程
042162,多媒體數位內容學位學程
042172,造紙科技暨包裝設計學士學位學程(社會組)
042182,造紙科技暨包裝設計學士學位學程(產業專班-社會組)
042192,造紙科技暨包裝設計學士學位學程(產業專班-自然組)
042202,綠色產品設計學士學位學程
042212,綠色產品設計學士學位學程(產業專班組)
042222,企業管理學系(經營管理組)
042232,企業管理學系(行銷流通組)
042242,企業管理學系(產業專班組)
042252,資訊管理學系
042262,資訊管理學系(產業專班組)
042272,人力資源暨公共關係學系
042282,人力資源暨公共關係學系(產業專班組)
042292,國際企業管理學系(貿易經營組)
042302,國際企業管理學系(行銷創意組)
042312,國際企業管理學系(產業專班組)
042322,會計資訊學系(會計管理組)
042332,會計資訊學系(投資理財組)
042342,會計資訊學系(產業專班組)
042352,財務金融學系
042362,財務金融學系(產業專班組)
042372,休閒事業管理學系(休閒經營組)
042382,休閒事業管理學系(產業專班組)
042392,運動健康管理學系(運動教練組)
042402,運動健康管理學系(健康產業經營組)
042412,餐旅管理學系
042422,餐旅管理學系(產業專班組)
042432,觀光旅遊學系
042442,觀光旅遊學系(產業專班組)
042452,節慶暨婚禮企劃管理學士學位學程(產業專班)
042462,英語學系
042472,文創產業國際人才學士學位學程
042482,應用日語學系
042492,歐洲語文學系(德文組)
042502,歐洲語文學系(法文組)
042512,歐洲文化與旅遊學士學位學程
042522,護理學系
042532,護理學系(產業專班組)
042542,生物產業科技學系(食品科技組)
042552,生物產業科技學系(應用生物科技組)
042562,生物產業科技學系(美妝品科技組)
042572,分子生物科技學系(生物醫學組)
042582,分子生物科技學系(基因科技組)
042592,分子生物科技學系(產業專班組)
042602,生物資源學系(生態旅遊與保育組)
042612,生物資源學系(生態資源利用組)
042622,生物資源學系(產業專班組)
042632,藥用植物與保健學系(中藥保健組)
042642,藥用植物與保健學系(藥粧經絡組)
042652,工業設計學系
042662,傳播藝術學士學位學程(產業專班)
042672,造形藝術學系(工藝文創組)
042682,造形藝術學系(藝術產業組)
042692,視覺傳達設計學系(視覺設計組)
042702,視覺傳達設計學系(動態媒體組)
042712,空間設計學系(建築組)
042722,空間設計學系(建築設計產業專班組)
042732,空間設計學系(室內暨景觀設計組)
042742,空間設計學系(室內暨景觀產業專班組)
045012,電機工程學系
045022,電子工程學系
045032,資訊工程學系
045042,通訊工程學系
045052,機械與自動化工程學系
045062,化學工程學系
045072,土木與生態工程學系
045082,材料科學與工程學系
045092,應用數學系資訊科學組
045102,應用數學系財務分析組
045112,生物醫學工程學系
045122,工業管理學系
045132,資訊管理學系
045142,企業管理學系
045152,財務金融學系
045162,會計學系
045172,國際商務學系
045182,公共政策與管理學系
045192,醫務管理學系
045202,健康管理學系
045212,餐旅管理學系
045222,休閒事業管理學系
045232,觀光學系
045242,廚藝學系
045252,國際企業經營學系(國際學院)
045262,國際財務金融學系(國際學院)
045272,國際觀光餐旅學系(國際學院)
045282,娛樂事業管理學系(國際學院)
045292,應用英語學系
045302,應用日語學系
045312,大眾傳播學系
045322,創意商品設計學系
045332,電影與電視學系
045342,數位多媒體設計學系
045352,生物科技學系
045362,營養學系
045372,護理學系
045382,醫學影像暨放射科學系
045392,物理治療學系
045402,職能治療學系
050012,食品營養與保健生技學系(臺北校區)
050022,社會工作學系(臺北校區)
050032,家庭研究與兒童發展學系(臺北校區)
050042,餐飲管理學系(臺北校區)
050052,服裝設計學系(臺北校區)
050062,工業產品設計學系(臺北校區)
050072,媒體傳達設計學系數位3D動畫設計組(臺北校區)
050082,媒體傳達設計學系創新媒體設計組(臺北校區)
050092,建築設計學系(臺北校區)
050102,會計學系(臺北校區)
050112,國際經營與貿易學系(臺北校區)
050122,企業管理學系企業管理組(臺北校區)
050132,企業管理學系國際企業管理組(臺北校區)
050142,財務金融學系(臺北校區)
050152,風險管理與保險學系(臺北校區)
050162,資訊科技與管理學系(臺北校區)
050172,應用外語學系(臺北校區)
050182,國際貿易學系(高雄校區)
050192,會計暨稅務學系(高雄校區)
050202,資訊管理學系(高雄校區)
050212,金融管理學系(高雄校區)
050222,國際企業管理學系(高雄校區)
050232,行銷管理學系(高雄校區)
050242,資訊科技與通訊學系(高雄校區)
050252,資訊模擬與設計學系(高雄校區)
050262,服飾設計與經營學系(高雄校區)
050272,應用英語學系(高雄校區)
050282,觀光管理學系(高雄校區)
050292,休閒產業管理學系(高雄校區)
050302,時尚設計學系(高雄校區)
050312,應用中文學系(高雄校區)
050322,應用日文學系(高雄校區)
050332,音樂學系(臺北校區)
058012,中國語文學系
058022,外國語文學系
058032,社會政策與社會工作學系
058042,歷史學系
058052,東南亞學系東南亞組
058062,東南亞學系人類學組
058072,國際文教與比較教育學系
058082,教育政策與行政學系
058092,國際企業學系
058102,經濟學系
058112,資訊管理學系
058122,財務金融學系
058132,觀光休閒與餐旅管理學系觀光休閒組
058142,觀光休閒與餐旅管理學系餐旅管理組
058152,資訊工程學系
058162,土木工程學系
058172,電機工程學系
058182,應用化學系
058192,應用材料及光電工程學系
063012,藝術史學系
063022,應用音樂學系藝術管理組
063032,應用音樂學系音樂工程與創作組
063042,材質創作與設計系
099012,法律學系法學組
099022,法律學系司法組
099032,法律學系財經法組
099042,企業管理學系
099052,金融與合作經營學系
099062,會計學系
099072,統計學系
099082,休閒運動管理學系
099092,公共行政暨政策學系
099102,財政學系
099112,不動產與城鄉環境學系
099122,經濟學系
099132,社會學系
099142,社會工作學系
099152,中國文學系
099162,應用外語學系
099172,歷史學系
099182,資訊工程學系
099192,通訊工程學系
099202,電機工程學系
108012,醫學系
108022,醫學檢驗生物技術學系
108032,公共衛生學系
108042,護理學系
108052,醫學資訊學系醫學資訊技術組
108062,醫學資訊學系生物資訊組
108072,物理治療學系
108082,生命科學系
108092,分子生物暨人類遺傳學系
108102,傳播學系
108112,兒童發展與家庭教育學系
108122,社會工作學系
108132,人類發展學系
108142,東方語文學系中文組
108152,東方語文學系日文組
108162,英美語文學系
111012,幼兒教育學系
111022,應用外語學系英語組
111032,應用外語學系日語組
111042,餐旅管理學系
111052,觀光事業管理學系
111062,企業管理學系
111072,休閒資訊管理學系
111082,休閒管理學系
111092,飯店管理學系
111102,烘焙管理學系
111112,商品開發與設計學系
111122,資訊與多媒體設計學系
111132,數位娛樂與遊戲設計學系
132012,動畫遊戲設計學系
132022,數位時尚設計學系
132032,行動科技學系
132042,休閒遊憩管理學系
132052,運輸物流管理學系
132062,餐旅管理學系
132072,幼兒教育學系(非師資培育系所)
132082,營養科學學系
132092,老人福祉與社會工作學系
132102,諮商心理學系
132112,時尚美容藝術與保健管理學士學位學程
150012,外國語文學系
150022,應用經濟與管理學系
150032,休閒產業與健康促進學系
150042,土木工程學系
150052,機械與機電工程學系
150062,化學工程與材料工程學系
150072,環境工程學系
150082,生物機電工程學系
150092,食品科學系
150102,生物技術與動物科學系
150112,森林暨自然資源學系
150122,園藝學系
150132,電機工程學系
150142,電子工程學系
150152,資訊工程學系
